ID,College Name,Region,Location,District,Autonomus_Status,Boys_Total,Girls_Total,Website Link,Contact Number,Email Address,Tpo Name,Tpo Contact Number
3203,"Atharva College of Engineering,Malad(West),Mumbai",Mumbai,"S. No. 263, Plot No. 8-12, Malad-Marve Rd, Charkop Naka, Malad(W), Mumbai",Mumbai Suburban,Non-Autonomous,0,0,www.atharvaeducation.com,40294949-185,ace@atharvaeducation.com,ANANDA  KANGANE,40294907-185
3207,"Mahatma Education Society's Pillai College of Engineering, New Panvel",Mumbai,"Dr. K.M.Vasudevan Pillais' Campus Plot No. 10, Sector 16, New Panvel, Dist.Raigad",Raigad,Non-Autonomous,180,150,www.pce.ac.in,27456100-110,principalpce@mes.ac.in,P. Kumaran,27451700-107
3208,"Don Bosco Institute of Technology, Mumbai",Mumbai,"Premier Automobiles Road,Opp. Fiat Company, Kurla (West), Mumbai ",Mumbai Suburban,Non-Autonomous,0,0,www.dbit.in,25042018-113,dbit@dbit.in,Mr. Rajendra Tatkare,25040508-113
3209,"K J Somaiya Institute of Engineering and Information Technology, Sion, Mumbai",Mumbai,"Somaiya Auryvihar Complex,  Near Everard Nagar Eastern Express Highway, Sion (East), Mumbai",Mumbai Suburban,Non-Autonomous,0,0,www.somaiya.edu/vidyavihar/kjsieit,24080331-401,principal.tech@somaiya.edu,Ankush Gaikwad,24061401
3211,"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Mumbai,"Sri. Chandrsekarendra Saraswathy Vidyapuram, Sector-5, Plot 1C&1E, Nerul Dist. Raigad ",Raigad,Non-Autonomous,0,0,www.siesgst.edu.in,61082400-2401,principalgst@sies.edu.in,V.Vijayalakshmi,61082404
3217,"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Mumbai,"At Asangaon, Tal Shahapur, Opp Railway station, Dist : Thane",Thane,Non-Autonomous,0,0,www.jondhleengg.org,273999-02527,vjtsscoe@rediffmail.com,KISHOR JONDHALE,273999-02527
3218,"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Mumbai,"St. John Technical Education Complex, Village Vevoor,Manor Road  Palghar (E)",Palghar,Non-Autonomous,0,0,www.sjcem.edu.in,297275-104,office@sjcem.edu.in,MR. SATISH KUMAR TIWARI,0-0
3219,"Koti Vidya Charitable Trust's  Smt. Alamuri Ratnamala Institute of Engineering and Technology,  Sapgaon, Tal. Shahapur",Mumbai,"Sapgaon, Taluka Shahapur  Dist. Thane",Thane,Non-Autonomous,60,0,www.armiet.com,40244310,registrar@armiet.com,Ankit Suresh Sanghavi,40244310
3220,"Saraswati Education Society, Yadavrao Tasgaonkar College of Engineering and Management, Nasarapur, Chandai, Karjat",Mumbai,"Chandhai, Neral - Kadav Raod, Post Nasrapur, Taluka Karjat, Dist. Raigad",Raigad,Non-Autonomous,200,75,www.tasgaonkartech.com,321524-02148,sesytcem@gmail.com,vivek dadu sawant,321524-02148
3221,"Late Shri. Vishnu Waman Thakur Charitable Trust, Viva Institute of Technology, Shirgaon",Mumbai,"Shirgaon, At. Post Virar, Tal. Vasai. Thane ",Palghar,Non-Autonomous,0,0,www.viva-technology.org,7770002544-101,principalvit@vivacollege.org,Mr. Mahendra D. Kajare,7770002544-101
3222,"Haji Jamaluddin Thim Trust's Theem College of Engineering, At. Villege Betegaon, Boisar",Mumbai,"At Village Betegaon,Boisar Chillhar Road , Near Union Park,  Boisar(E), Tal: Palghar,",Palghar,Non-Autonomous,0,0,www.theemcoe.org,284909-103,info@theemcoe.org,SHEETAL PATIL,284926-103
3223,"Mahatma Education Society's Pillai HOC College of Engineering & Technology, Tal. Khalapur. Dist. Raigad",Mumbai," Pillai HOCL Educational
Campus, Rasayani, Tal. Khalapur. Dist. Raisad-",Raigad,Non-Autonomous,75,75,www.phcet.ac.in,669000-145,pragneshshah@mes.ac.in,Mr.Shirish Mayekar,669001
3224,"Leela Education Society, G.V. Acharya Institute of Engineering and Technology, Shelu, Karjat",Mumbai,"Shelu/Damat Village, (Opp. Shelu Rly Station), Tal. Karjat. Dist. Raigad",Raigad,Non-Autonomous,45,25,www.leelaeducationsociety.org,229628,principalgvaiet@yahoo.com,Swapnil Bafana,229628
3256,"Bharati Vidyapeeth's Institute of Technology, Navi Mumbai",Mumbai,"Belpada, C. B. D. SECTOR - 7, OPP. Kharghar Railway Station, Navi Mumbai.",Thane,Non-Autonomous,240,300,www.iotmumbai.bharatividyapeeth.edu,27572434-169,bvitmumai@yahoo.com,Dilip Ganpat Mahadik,27580126
3270,"Maratha Mandir's Babasaheb Gawade Institute of Technology, Mumbai",Mumbai,"Maratha Mandir annex,Babasaheb Gawade Chowk,  Mumbai , 400008",Mumbai City,Non-Autonomous,0,0,www.mmbgit.org,66044100,ajit.parab@mmbgims.com,Yogesh Sawant,66044100
3275,"Kala Vidyamandir Institute of Technology (Polytechnic), Malad(W), Mumbai",Mumbai,"MHADA World Bank project, Plot  No. M3, RSC,Gaekwad Nagar, Malad(W),Mumbai , 400095",Mumbai Suburban,Non-Autonomous,0,0,www.kvmt.co.in,28440012,kvmitprinicipal@rediffmail.com,P.T.NALE,28440012
3277,"Shree Shankar Narayan Education Trust,Pravin Patil College of Diploma Engg. & Technology, Bhayinder (E) Western Rly",Mumbai,"Navghar,Bhayander(E), Thane , 401105",Thane,Non-Autonomous,0,0,www.prppolytechnic.com,28044871,info@prppolytechnic.com,MR. RAJESH BHOIR,28044871
3281,"Saraswati Education Society,Saraswati Institute of Technology, Kharghar, Navi Mumbai",Mumbai,"Plot No.-46/46A, Behind M.S.E.B.Sub Station, Near Utsav Chowk, Sector-5, Kharghar Navi Mumbai Raigad , 410210",Raigad,Non-Autonomous,0,0,www.siot.edu.in,27743705-202,ses.siot.os.09@gmail.com,Mr. Amar A. Shinde,27743706-202
3351,"Bharat College of Engineering, Kanhor, Badlapur(W)",Mumbai,"Kanhor, Badlapur(w).,Tal- Ambernath. Dist. Thane ",Thane,Non-Autonomous,0,0,www.bharatedu.co.in,2665001,info@bharatedu.co.in,Mr. Satish Vishe,7666615915
3353,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat,  Mumbai",Mumbai,"Village At.Mamdapur, Post- Neral, Tal- Karjat,  Dist.Raigadh",Raigad,Non-Autonomous,150,30,www.driems.in,651806-8,sumaneducationaltrust@gmail.com,Mr. Jalindar Shinde,651806
3423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai
",Mumbai,"Survey no. 267, Near Commisioner's Bungalow,Kanakiya Park,Mira Road (E)Thane",Thane,Non-Autonomous,0,0,www.slrtce.in,28120144-209,slrtce@rahuleducation.com,hubale santosh,28120145-209
3436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",Mumbai,"At.Karav, Post Vangani(w), Tal. Ambernath, Dist. Thane ",Thane,Non-Autonomous,0,0,www.brharnetc.edu.in,2910190,jsiddhivinayakf@gmail.com,Shailesh,2910193
3439,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel",Mumbai,"Plot No.2, 3 Sector - 16, Khandgaon, Thane Naka, Panvel Dist. Raigad ",Raigad,Non-Autonomous,0,0,www.aiktc.org,27481247,aiktc.newpanvel@gmail.com,Dr. Jamil Daud,27481249
3447,"G.M.Vedak Institute of Technology, Tala, Raigad.",Mumbai,"At Post Taluka. Tala, Dist. Raigad ",Raigad,Non-Autonomous,150,100,www.gmvit.com,269004,gmvedakit@gmail.com,Prof. Satish Jadhav,269004
3460,"Universal College of Engineering,Kaman Dist. Palghar",Mumbai,"Kaman Bhiwandi Road, S.N. 146(Part), Kaman, Vasai",Palghar,Non-Autonomous,0,0,www.ucoe.edu.in,69624580,moses.lopes@universal.edu.in,Mr. Moses Lopes,2210044
3462,"VPM's Maharshi Parshuram College of Engineering, Velneshwar, Ratnagiri.",Mumbai,"At Post Velneshwar, Hedvai-Guhagar Road, Guhagar,Ratnagiri.",Ratnagiri,Non-Autonomous,224,64,www.vpmmpcoe.org,243101,info@vpmmpcoe.org,Mr. Ravindra Rasal,9527634958
3465,"Ideal Institute of Technology, Wada, Dist.Thane",Mumbai,"40, Pasheri Village, Pimplaj road, Taluka Wada, Dist.Thane. ",Palghar,Non-Autonomous,70,70,www.idealwada.com,212144-02526,idealinstituteoftechnology13@gmail.com,Mr. Jugal Mehra ,212144-02526
3467,"Vishwaniketan's Institute of Management Entrepreneurship and Engineering Technology(i MEET), Khalapur Dist Raigad",Mumbai,"Survey No. 52 Kumbhivali, On Mumbai-Pune Expressway, Near Khalapur Toll Naka ,Tal-Khalapur, Dist- Raigad",Raigad,Non-Autonomous,200,60,www.vishwaniketan.edu.in,274206,mail.vishwaniketan@gmail.com,Mr. H. R. Mavkar,274210
3471,"New Horizon Institute of Technology & Management, Thane",Mumbai,"Anand Nagar, Kavesar, Off. Ghodbunder Road, Thane(W)",Thane,Non-Autonomous,0,0,www.nhitm.ac.in,25971778,principal@nhitm.ac.in,Mr. Rupesh Pethe,25971778
4004,"Government College of Engineering, Chandrapur",Nagpur,"Ballarsha Bypass Road,Chandrapur ",Chandrapur,Non-Autonomous,176,154,www.gcoec.ac.in,230478,gcoechandrapur@gmail.com,Smt. S. R. Bhagwat,230299
4005,"Laxminarayan Institute of Technology, Nagpur",Nagpur,"L.I.T.Premises, Opposite Bharatnagar, Amravati Road, Nagpur",Nagpur,Non-Autonomous,190,36,www.litnagpur.in,2561107,rajumankar@gmail.com,Dr. Vinayak Deshpande,2531659
4007,"Lady Amritbai Daga College for Women of Arts, Comm & Sci &  R.Purohit College of H.Sci & H. Sc. Technology, Nagpur",Nagpur,"Department of HMCT, L.A.D.  & Smt. R.P.College for Women,  Seminary hills, Shankar Nagar,Nagpur ",Nagpur,Non-Autonomous,0,200,hmct.ladcollege.in/,2512336,lad_hmct@yahoo.com,Deepika Reddiwar,2246623
4022,"Government Institute of Hotel Management & Catering Technology, Nagpur",Nagpur,"Govt. Polytechnic Campus, Nagpur , 440001",Nagpur,Non-Autonomous,0,0,www.gihmctngp.org,2544355,principahmct_ngp@hotmail.com,V. D. Pohane,2542725
4025,"Government College of Engineering, Nagpur",Nagpur,"Sector-27, Mihan Rehabilitation Colony, Khapari, Nagpur",Nagpur,Non-Autonomous,190,86,www.gcoen.ac.in,202012,office.gcoenagpur@dtemaharashtra.gov.in,MR.N. H. BHUJADE,202011
4101,"Shree Shivaji Education Society, Dr. Panjabrao Deshmukh Institute of Management Technology & Research, Nagpur",Nagpur,"Dept. of Dhanwate National College, Congress Nagar Opp. Ajni Rly Station  Nagpur , 440012",Nagpur,Non-Autonomous,0,15,www.pdimtr.ac.in,2445356,pdimtrdnc@gmail.com,Ashok Chandan,2522759
4104,"Kavi Kulguru Institute of Technology & Science, Ramtek",Nagpur,"K. K. Nagar, Ramtek, Nagpur - 441 106  ",Nagpur,Non-Autonomous,200,120,www.kits.edu,255309-221,principal@kits.edu,Dr. B. Ram Rathan Lal,255047
4105,"GES Department Of Management Technology N.M.D.PG College Of Arts, Commerce, Law & Management, Gondia ",Nagpur,"Ramnagar, Gondia   441614",Gondia,Non-Autonomous,0,0,www.nmdcgmmba.co.in,252682,dmtr.nmd@rediffmail.com,ARVIND TONDTRE,252634
4115,"Shri Ramdeobaba College of Engineering and Management, Nagpur",Nagpur,"Gittikhadan, Katola  Road, Nagpur",Nagpur,Autonomous,420,130,www.rknec.edu,2580011,deanadmissions@rknec.edu,Prof. Nikhil Shirish Damle,2583239
4116,"Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur",Nagpur,"C.R.P.F. Gate No.3, Digdoh Hills, Hingna Road, Nagpur ",Nagpur,Autonomous,250,250,www.ghrce.raisoni.net,9604787184,principal.ghrce@raisoni.net,Dr Sanjay Dorle,9881713575
4117,G.H. Raisoni Institute of Information Technology,Nagpur," 37-39/1, SHRADDHA PART, OFF HINGNA-WADI LINK ROAD, MIDC, NAGPUR, MAHARASHTRa 440028",Nagpur,Non-Autonomous,150,200,ghriit.raisoni.net,236102,ghriitnag@raisoni.net,Mr. Sushil J. Jadhav,236102-0
4118,"Bapurao Deshmukh College of Engineering, Sevagram",Nagpur,"P.O.Sevagram,Dist-Wardha",Wardha,Non-Autonomous,432,210,www.bdce.edu.in,284378,princi.bdces@gmail.com,Mr.G.D.Dhawale,284030
4123,"Lokmanya Tilak Jankalyan Shikshan Sanstha, Priyadarshani College of Engineering, Nagpur ",Nagpur,"Near CRPF Campus, Hingna Road, Nagpur ",Nagpur,Non-Autonomous,600,300,www.pcenagpur.edu.in,244381-737,mpsingh3712@rediffmail.com,Mr. Vijay Athalye,244285
4133,"Sanmarg Shikshan Sanstha's Smt. Radhikatai Pandav College of Engineering, Nagpur",Nagpur,"Near Dighori Naka, Umrer Road, Bhadura, Nagpur",Nagpur,Non-Autonomous,200,100,www.srpce.ac.in,663603,admin@srpce.ac.in,Mr. Satish Lanjewar,663603
4134,"Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur",Nagpur,"Khasara No-94,95&164/1,Mauza Dahegaon,Opposite IOC Prtrol Pump,Kalmeshwar, Nagpur",Nagpur,Non-Autonomous,100,40,www.gniet.ac.in,661400,gnietnagpur@gmail.com,Mr. Shital V. Likhar,661400
4135,"Amar Seva Mandal's Shree Govindrao Vanjari College of Engineering &  Technology, Nagpur",Nagpur,"Survey No. 148/149, Salai Godhani, Near Chikna Village, Hudakeshwar Road, Nagpur",Nagpur,Non-Autonomous,50,100,www.gwcet.ac.in,2742308-0712,gwcet@rediffmail.com,Mr. Pankaj Kohale,2742308
4136,"Lokmanya Tilak Jankalyan Shikshan Sastha, Priyadarshini J. L. College Of Engineering, Nagpur",Nagpur,"846, Nandanvan, Nagpur ",Nagpur,Non-Autonomous,0,0,www.jlcce.ltjss.net,2711505,principaljlcce@gmail.com,Mrs.A.V.Kature,2712490
4138,"Jaidev Education Society, J D College of Engineering and Management, Nagpur ",Nagpur,"At Khandala, Post Vaini Katol Road, Nagpur",Nagpur,Non-Autonomous,100,50,www.jdcoem.ac.in,2023003,principal@jdcoem.ac.in,Dr Ujwala S Dange,2682619
4139,"Samridhi Sarwajanik Charitable Trust, Jhulelal Institute of Technology, Nagpur",Nagpur,"Kh. No.72, 68/1, 68/2, 68/3, Lonara Dist. Nagpur",Nagpur,Non-Autonomous,40,30,www.jit.org.in,2668233-0712,admin@jit.org.in,Mr. SUMEET CHANDEGAVE,2668235-0712
4142,"Ankush Shikshan Sanstha's G. H. Raisoni Institute of Engineering & Technology, Nagpur",Nagpur,"MIDC, Near Facor, Higna Wadi Road, Nagpur ",Nagpur,Non-Autonomous,250,250,www.ghrietn.raisoni.net,234501,ghrietn@raisoni.net,Prof. M.J. Katira,234501
4144,"Shri. Sai Shikshan Sanstha, Nagpur Institute of Technology, Nagpur",Nagpur,"Sr. No.13/2, Mahurzari, Katol Road, Taluka & Dist Nagpur ",Nagpur,Non-Autonomous,0,100,www.nit.edu.in,9881711787,registrar@nit.edu.in,Sandeep Kale,9881711787
4145,"Wainganga College of Engineering and Management, Dongargaon, Nagpur",Nagpur,"Dongargoan, Near Gumgaon Railway Station, Post - Gumgaon, Wardha road, Nagpur",Nagpur,Non-Autonomous,192,72,www.wcem.in,203728-7103,wcem4145@gmail.com,Mr. R P Madankar,202007-7103
4146,"KDK College of Engineering, Umrer, Nagpur",Nagpur,"State Highway No.9, Opp. W. C. L., Umrer Project, Umrer, Nagpur",Nagpur,Non-Autonomous,192,15,www.ucoe.org.in,247317,dratulcwaghmare@rediffmail.com,Mr. Ajay  Dhanvijay,247823-11
4147,"K.D.K. College of Engineering, Nagpur",Nagpur," Great Nag Road, Nandanvan, Nagpur",Nagpur,Non-Autonomous,125,60,www.kdkce.edu.in,2710030-206,kdkce4147@gmail.com,Anant B. Bute,2711400-206
4151,"Vidarbha Bahu-Uddeshiya Shikshan Sanstha's Tulshiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Nagpur,"Kh. No. 8/1, Mohgaon,Wardha Road,Nagpur ",Nagpur,Non-Autonomous,250,250,www.tgpcet.com,645410-07103,vidarbhabuss@yahoo.co.in,SANDEEP PALSODKAR,6648252-0712
4163,Rajiv Gandhi College of Engineering Research & Technology  Chandrapur,Nagpur,Ballarpur Road Babupeth Dist. Chandrapur,Chandrapur,Non-Autonomous,370,200,www.rcert.ac.in,225168-201,principal@rcert.ac.in, R. S. Chilbule,225286
4165,"Gondia Education Society's Manoharbhai Patel Institute of Engineering and Technology, Gondia",Nagpur,"Kudwa,  Dist. Gondia ",Gondia,Non-Autonomous,612,250,www.mietgondia.in,252033-205,principal_miet@rediffmail.com,Mr. W.N.Sahare,252158
4167,"Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Nagpur,"Hingna Road, Wanadongri, Nagpur  441110",Nagpur,Autonomous,255,150,www.ycce.edu,242919-202,principal@ycce.edu,DR. P. K. DAKHOLE,329250-202
4171,"Lokmanya Tilak Jankalyan Shikshan Sanstha's , Priyadarshini Institute of Engineering and Technology, Nagpur",Nagpur,"Mouza Shivangaon , Khasara, 1/1A, 1909/12C, Near CRPF Campus, Hingna Road, Nagpur",Nagpur,Non-Autonomous,126,250,www.piet.ltjss.net,244463,viveknanoti@gmail.com,Mr. Abhaykumar Das,244470
4172,"Anjuman College of Engineering & Technology, Nagpur",Nagpur,"Mangalwari Bazar Road, Sadar, Nagpur",Nagpur,Non-Autonomous,0,0,www.anjumanengg.edu.in,6604502,eng_acet@rediffmail.com,Aamir Siddiqui,2583559
4175,"JMSS Shri Shankarprasad Agnihotri College of Engineering, Wardha",Nagpur,"Agnihotri College Campus, Bapujiwadi, Ramnagar, Wardha ",Wardha,Non-Autonomous,200,200,www.sspace.ac.in,250007,agisspace2007@gmail.com,MR.GAJANAN DANDADE,232552
4177,"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred Road,Nagpur",Nagpur,"Harpur Nagar, Umrer Road, Nagpur",Nagpur,Non-Autonomous,46,12,www.bcce.ltjss.net,2710282,principalpbcoe@gmail.com,Mr. V. D. Barapatre,2710281
4179,"Lokmanya Tilak Jankalyan Shiksan Sanstha, Priyadarshini Indira Gandhi College of Engineering, Nagpur ",Nagpur,"Opp. Lata Mangeshkar Hospital, Hingana Road, Nagpur",Nagpur,Non-Autonomous,60,60,www.pice.ltjss.net,232545-07104,pigce.principal@gmail.com,Mr. Sachin Khedikar,232545-07104
4180,"KDKs Shrimati Rajashri Mulak College of Engineering for Womens, Nagpur",Nagpur,"KDK College Campus, Great Nag Road, Nandanvan, Nagpur ",Nagpur,Non-Autonomous,0,150,www.srmcew.edu.in,2714750,principal_srmcew@yahoo.com,Mr. H V Sondawale,2716411
4181,"Sarvasiddhanta Education Soc's Nuva College of Engineering and Technology, Nagpur",Nagpur,"146,149,150 & 153,Nagpur Katol Highway, Khapri(Kothe),Tal.Kalmeshwar, Nagpur",Nagpur,Non-Autonomous,90,30,www.nuvaedu.com,661105,infonuva@gmail.com,Abhijeeth Nair,0
4185,"Shree Bapuraoji Deshmukh Foundation, Suresh Deshmukh College of Engineering, Selukate, Wardha",Nagpur,"Selukate, Survey No. 161, Mauje Selu Kate, Dist. Wardha ",Wardha,Non-Autonomous,20,10,www.sdce.edu.in,282533,princi.sdces@gmail.com,Mr. K.D. Fartade,282333
4187,"Dr. Babasaheb Ambedkar College of Engineering and Research, Wanadongri, Nagpur",Nagpur,"Wanhadongri, Hingna Road, Nagpur ",Nagpur,Non-Autonomous,50,25,www.svsscer.edu.in,242406,svssngp@gmail.com,Mrs.Lucky Chandekar,242406
4189,"Sardar Patel Memorial Society's Namdevrao Poreddiwar College of Engineering and Technology, Gadchiroli",Nagpur,"At Mouza Boldi, Dhanopra Road, Tal & Dist. Gadchiroli",Gadchiroli,Non-Autonomous,0,0,www.npcet.ac.in,237861,principal.ncet@gmail.com,Vinod Dhamange,237862
4190,"M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of Engineering & Technology, Badravati
",Nagpur,"Near Village Lonara, Nagpur Road, Badravati Dist. Chandrapur ",Chandrapur,Non-Autonomous,50,50,www.sscet.in,230723,mdyergude@yahoo.com,MR.J.S. TRIPATI,230723
4194,"Nav Disha Education Soc, Acharya Vinoba Bhave Institute of Technology ,Mauza-Pawnar,Wardha",Nagpur,"At Post Pavanar, Dist. Wardha",Wardha,Non-Autonomous,30,20,www.abvit.org,93733950,avbit2008@rediffmail.com,Pradip umate,93733950
4195,"Vidharbha Bahu uddeshiya Shikshan Sanstha's Abha Gaikwad – Patil College of Engineering, Nagpur",Nagpur,"Khasara No.8/1, Mohgaon, Wardha Road, Tal. & Dist. Nagpur",Nagpur,Non-Autonomous,200,100,www.agpce.com,645412-07103,vidarbhabuss@yahoo.co.in,Liladhar Bawane,6648252-0712
4196,"Gurunanak Educational Society's Gurunanak Institute of Technology, Nagpur",Nagpur,"Dahegaon, Kalmeshwar Road, Nagpur",Nagpur,Non-Autonomous,80,40,www.gniem.ac.in,661450,gniemnagpur@gmail.com,Shri. Rajendra Khobe,2234333
4197,"Jai Mahakali Shikshan Sanstha, Agnihotri College of Engineering, Sindhi(Meghe)
",Nagpur,"Nagthana Road, Near Bypass Highway Road, Sindhi (Meghe). Wardha ",Wardha,Non-Autonomous,200,100,www.agnihotrigroup.org,250152,ajayshelke.000@rediffmail.com,Gajanan A. Dandade,240527
4219,"Yugantar Education Society's Shri Balasaheb Tirpude College of Hotel Management & Catering Technology,Nagpur",Nagpur,"Shri Nasikraoji Tirpude Marg,Civil Lines ,Sadar, Nagpur",Nagpur,Non-Autonomous,0,0,www.tirpudehmct.org,2550695,tirpudehmct@gmail.com,VINOD MESHRAM,2550032
4235,"Jai Mahakali Shikshan Sanstha's Agnihotri School of Technology, Ramnagar, Wardha",Nagpur,"Ramnagar, Wardha , 442001",Wardha,Non-Autonomous,300,300,www.astwardha.in,252888,ast695@rediffmail.com,Mr. Amol V. Nandedkar,252888
4252,"Late Madhukarrao Deshmukh Education Soceity's Avdhoot Diploma College Of Engineering, Mouza, Bhojapur",Nagpur,"Mauza Bhojapur, P.H. No.115, Sur. No.6, Kuhi, Nagpur 400001",Nagpur,Non-Autonomous,50,50,lmdes.org.in,220021,avdootpoly@rediffmal.com,Nitin Madhukarrao Deshmukh,220021
4254,"Krushna Sahayogi Tantra Shikshan Sanstha, Chatrapati Shivaji Institute Of Technology, Deori, Gondia",Nagpur,"Shivaji Campus,At.Post.Th.Deori(Chichgadh Road) Gondia , 441901",Gondia,Non-Autonomous,0,0,www.kstsscsit.org,225631,kstsscsit@rediffmail.com,Chittaranjan girhepuje,225631
4260,"Sikh Education Society's Gurunanak Technical Institute of Pharmacy, Nagpur",Nagpur,"Mauza Nari, Near Dixit Nagar, Kh. No. 81/1, C.P. Foundry,Pili Nadi Nagpur , 440026",Nagpur,Non-Autonomous,0,0,www.gntinagpur,2633854-20,gnti1983@yahoo.com,Harmindersingh Huda,2242017
4285," V M Institute of Engineering and Technology, Dongargaon, Nagpur",Nagpur,"Dhutte village , Near Dongargaon, Wardha Road, Nagpur",Nagpur,Non-Autonomous,350,100,www.vmit.org.in,6650243-0712,vmietnag@gmail.com,Liladhar Bawane,645689-07103
4301,"ITM College of Engineering, Nagpur",Nagpur,"Near Madhi Mandir, Ghorpad Road, Kamptee, Dist-Nagpur",Nagpur,Non-Autonomous,100,100,www.itmnagpur.ac.in,7109270273,prasadv@itmnagpur.ac.in,P.R.Velankar,9881713211
4302,"Gondia Education Society's Manoharbhai Patel Institute Of Engineering & Technology, Shahapur, Bhandara ",Nagpur,"N.H.6 Shahapur,Bhandara",Bhandara,Non-Autonomous,0,0,www.mietbhandara.ac.in,9975591177,principalmietb@rediffmail.com,CHAKRADHAR KAHALKAR,7709967710
4303,"Vidya Niketan Institute of Engineering and Technology, Nagpur",Nagpur,"At. Post : Gondkheri. Tah.: Kalmeshwar, Dist.: Nagpur",Nagpur,Non-Autonomous,85,25,www.vniet.org,277088,principal@vniet.org,Prof. S. D. Ninawe,277088
4304,"Cummins College of Engineering For Women, Sukhali (Gupchup), Tal. Hingna Hingna Nagpur",Nagpur,"Mouje Sukhali (Gupchup), Tal. Hingna  Dist. Nagpur",Nagpur,Non-Autonomous,0,175,www.cumminscollege.edu.in,96576670-30,office@cumminscollege.edu.in,Mr. Pradeep  Joshi,94230551-60
4305,"G.H.Raisoni Academy of Engineering & Technology, Nagpur",Nagpur,"Shraddha Park, Off Hingna-Wadi Link Road, Nagpur",Nagpur,Non-Autonomous,90,75,www.ghraet.raisoni.net,237688,ghraetnag@raisoni.net,Prashant Awachat,237688
4319,"Indian Instiutute of Fire Engineering, Nagpur",Nagpur,"Makardhokda Katol Road,Near VeerChakra Colony, Nagpur  440013",Nagpur,Non-Autonomous,0,0,www.firecollegenagpur.in,2574129,fireinstitute96@gmail.com,milind chimurkar,2570733-22
4598,"Maharashtra Shikshan Prasarak Mandals,Sommaya Diploma In Engineering, Wadgaon Dist Chandrapur",Nagpur,Wadgaon Dist Chandrapur   442402,Chandrapur,Non-Autonomous,50,50,www.somayyapolytechnic.com,271232,somayyamspm@gmail.com,Rajesh.P.Bisan,271252
4612,"Navneet Bahuuddeshya Sanstha, Kinkar Institute Of Technology,Seloo,Dist.Wardha",Nagpur,"Rehnki Road,Seloo,Dist.Wardha ",Wardha,Non-Autonomous,0,0,www.kitseloo.org,220240-07155,principal.kit4612@gmail.com,Mr.Dipak.Dhodre,220240-07155
4613,"Suryodaya College of Engineering & Technology, Nagpur
",Nagpur,"Survey No. 117/1 & 117/3 A, Vihirgaon, Nagpur ",Nagpur,Non-Autonomous,50,50,www.scetngp.com,276282-201,scetngp@gmail.com,Mr. Manoj N. Guhe,276282-201
4649,"Bajaj Institute of Technology, Wardha",Nagpur,"Arvi Road, in Front of Ramkrishna Bajaj Agriculture College, Pipri, Wardha ",Wardha,Non-Autonomous,50,50,www.bit.shikshamandal.org,255770,shikshamandal@gmail.com,Mr. Parag Kombe,9823382851
5003,"University Institute  of Chemical Technology, North Maharashtra University, Jalgaon  ",Nashik,"P.B.No. 80, Umavinagar, Jalgaon",Jalgaon,Non-Autonomous,100,63,www.nmu.ac.in,2257441,jbnaik@nmu.ac.in,Prof. S. A. Raut,2258181
5004,"Government College of Engineering, Jalgaon",Nashik,"Opp.Govt  I.T. I. National Highway No-6, Jalgaon ",Jalgaon,Autonomous,360,106,www.gcoej.ac.in,2281522-201,princoej@rediffmail.com,Smt. S A Patil,2281522-201
5103,"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Nashik,"SSVP Sansthas B S Deore College of Engineering ,M.B.A.Department, Dhule",Dhule,Non-Autonomous,150,115,www.ssvpsengg.ac.in,272713-300,princi.ssvps@gmail.com,Prof. Kunal S. Patil,284300
5104,"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon ",Nashik,"Bambori, Dharangaon,  Jalgaon ",Jalgaon,Non-Autonomous,550,350,www.sscoetjalgaon.ac.in,2258393,sscoetjal@gmail.com,Mr. Y.K. Chitte,2252989
5105,"G.H. Raisoni Institute of Engineering and Management, Jalgaon",Nashik,"Gat No. 57/1, Shirsoli Road, At. Post- Mohadi Tal. & Dist. Jalgaon, ",Jalgaon,Non-Autonomous,175,175,www.raisoni.net,2264881-208,prabhakar.bhat@raisoni.net,Arun Daulatrao Patil,2264882-208
5106,"K. C. E. Societys College of Engineering and Information Technology, Jalgaon ",Nashik,"C.S. No. 7480 and 7323, Behind D.I.C., N.H.No.6,  IMR Campus, Jilha Path, Jalgaon",Jalgaon,Non-Autonomous,40,100,www.coeit.kces.in,2242025-101,coeit.inquiry@gmail.com,Prof. Sanjay R Sugandhi,2242026-101
